,date,home_team,away_team,home_score,away_score,country,neutral,impt,home_ranking,home_total_points,home_prev_points,home_rank_change,home_cur_year_avg_weighted,home_last_year_avg_weighted,home_2_year_avg_weighted,home_3_year_avg_weighted,away_ranking,away_total_points,away_prev_points,away_rank_change,away_cur_year_avg_weighted,away_last_year_avg_weighted,away_2_year_avg_weighted,away_3_year_avg_weighted,diff_in_ranking,home_mean_weighted_over_years,away_mean_weighted_over_years,diff_in_mean_weighted_over_years,Result
0,2011-09,Poland,Mexico,1,1,2,0,0,65.0,495.53,498.0,0.0,265.17,69.3,103.32,57.74,20.0,866.38,864.0,0.0,485.18,166.5,142.41,72.29,45.0,123.88250000000001,216.595,-92.71249999999999,1
1,2011-09,Argentina,Nigeria,3,1,0,1,0,10.0,1024.16,1017.0,-1.0,369.67,422.6,136.81,95.08,43.0,613.45,659.0,-5.0,237.32,203.51,90.37,82.25,-33.0,256.03999999999996,153.3625,102.67749999999995,2
2,2011-09,Poland,Germany,2,2,2,0,0,65.0,495.53,498.0,0.0,265.17,69.3,103.32,57.74,3.0,1289.99,1330.0,0.0,557.21,460.73,148.2,123.85,62.0,123.88250000000001,322.4975,-198.615,1
3,2011-09,Saudi Arabia,Australia,1,3,2,0,1,97.0,359.41,372.0,-10.0,138.11,100.13,61.61,59.56,19.0,881.63,837.0,3.0,422.74,225.9,148.18,84.81,78.0,89.8525,220.40749999999997,-130.55499999999995,0
4,2011-09,Argentina,Brazil,0,0,2,0,0,10.0,1024.16,1017.0,-1.0,369.67,422.6,136.81,95.08,7.0,1131.52,1156.0,-1.0,377.18,331.71,313.65,108.98,3.0,256.03999999999996,282.88,-26.840000000000032,1
5,2011-09,Brazil,Argentina,2,0,2,0,0,7.0,1131.52,1156.0,-1.0,377.18,331.71,313.65,108.98,10.0,1024.16,1017.0,-1.0,369.67,422.6,136.81,95.08,-3.0,282.88,256.03999999999996,26.840000000000032,2
6,2011-10,Costa Rica,Brazil,0,1,2,0,0,62.0,522.07,549.0,-5.0,262.14,55.32,141.31,63.3,5.0,1144.32,1132.0,2.0,389.36,353.09,294.36,107.51,57.0,130.51749999999998,286.08,-155.5625,0
7,2011-10,South Korea,Poland,2,2,2,0,0,29.0,774.66,749.0,0.0,455.68,153.24,111.69,54.05,64.0,516.66,496.0,1.0,298.35,79.98,70.09,68.24,-35.0,193.66500000000002,129.16500000000002,64.5,1
8,2011-10,Portugal,Iceland,5,3,2,0,1,8.0,1043.96,1158.0,-3.0,491.17,312.79,148.96,91.04,108.0,299.71,316.0,-2.0,171.79,41.36,44.01,42.55,-100.0,260.99,74.9275,186.0625,2
9,2011-10,Denmark,Portugal,2,1,2,0,1,10.0,1030.47,893.0,7.0,614.78,194.88,140.13,80.68,8.0,1043.96,1158.0,-3.0,491.17,312.79,148.96,91.04,2.0,257.6175,260.99,-3.3725000000000023,2
10,2011-10,Germany,Belgium,3,1,2,0,1,3.0,1352.38,1290.0,0.0,610.96,463.53,129.86,148.03,37.0,669.59,729.0,-3.0,429.25,133.1,54.18,53.06,-34.0,338.09499999999997,167.39749999999998,170.6975,2
11,2011-10,Mexico,Brazil,1,2,2,0,0,22.0,859.94,866.0,-2.0,477.87,160.84,153.02,68.21,5.0,1144.32,1132.0,2.0,389.36,353.09,294.36,107.51,17.0,214.985,286.08,-71.09499999999997,0
12,2011-11,Denmark,Sweden,2,0,2,0,0,11.0,1035.14,1030.0,-1.0,628.8,191.33,145.53,69.48,18.0,891.16,955.0,-4.0,537.78,184.63,104.49,64.26,-7.0,258.78499999999997,222.79,35.994999999999976,2
13,2011-11,Mexico,Serbia,2,0,2,0,0,20.0,866.49,860.0,2.0,478.99,160.84,161.36,65.3,27.0,774.64,854.0,-4.0,359.7,189.8,152.26,72.88,-7.0,216.6225,193.66,22.962500000000006,2
14,2011-11,Panama,Costa Rica,2,0,2,0,0,51.0,585.45,579.0,2.0,340.41,130.36,79.61,35.07,64.0,502.76,522.0,-2.0,253.24,46.02,132.44,71.06,-13.0,146.3625,125.69,20.672500000000014,2
15,2011-11,England,Spain,1,0,2,0,0,5.0,1173.37,1101.0,2.0,565.29,342.79,155.75,109.54,1.0,1563.83,1624.0,0.0,610.39,522.15,234.83,196.46,4.0,293.3425,390.9575,-97.61500000000001,2
16,2011-11,Brazil,Egypt,2,0,0,1,0,6.0,1142.6,1144.0,-1.0,417.86,344.79,283.06,96.89,31.0,757.24,775.0,-2.0,201.12,336.19,113.25,106.68,-25.0,285.65000000000003,189.31,96.34000000000003,2
17,2011-11,Colombia,Argentina,1,2,2,0,1,36.0,709.19,757.0,-5.0,446.83,92.24,135.8,34.32,10.0,1067.03,1030.0,0.0,425.62,413.85,142.61,84.95,26.0,177.29749999999999,266.7575,-89.46000000000001,0
18,2011-11,Costa Rica,Spain,2,2,2,0,0,64.0,502.76,522.0,-2.0,253.24,46.02,132.44,71.06,1.0,1563.83,1624.0,0.0,610.39,522.15,234.83,196.46,63.0,125.69,390.9575,-265.2675,1
19,2011-11,England,Sweden,1,0,2,0,0,5.0,1173.37,1101.0,2.0,565.29,342.79,155.75,109.54,18.0,891.16,955.0,-4.0,537.78,184.63,104.49,64.26,-13.0,293.3425,222.79,70.55249999999998,2
20,2011-11,France,Belgium,0,0,2,0,0,15.0,914.52,953.0,0.0,486.32,178.51,176.79,72.9,41.0,646.84,670.0,-4.0,395.59,139.04,66.45,45.76,-26.0,228.62999999999997,161.71,66.91999999999996,1
21,2012-01,Morocco,Tunisia,1,2,0,1,1,61.0,523.15,524.0,0.0,312.5,97.04,50.48,63.13,59.0,541.1,537.0,0.0,237.6,148.56,92.84,62.1,2.0,130.78750000000002,135.275,-4.487499999999983,0
22,2012-02,Japan,Iceland,3,1,2,0,0,30.0,761.72,869.0,-11.0,296.28,299.03,96.76,69.65,103.0,329.83,325.0,1.0,200.42,42.23,37.02,50.16,-73.0,190.42999999999998,82.45749999999998,107.9725,2
23,2012-02,Australia,Saudi Arabia,4,2,2,0,1,22.0,832.32,866.0,-1.0,387.18,214.15,145.85,85.14,89.0,406.95,403.0,-2.0,208.12,66.32,83.9,48.61,-67.0,208.08,101.73750000000001,106.3425,2
24,2012-02,Croatia,Sweden,1,3,2,0,0,9.0,1101.13,1091.0,-1.0,574.15,266.63,137.65,122.7,18.0,924.28,891.0,-1.0,561.18,191.47,103.27,68.36,-9.0,275.28249999999997,231.07,44.21249999999998,0
25,2012-02,Denmark,Russia,0,2,2,0,0,10.0,1089.61,1032.0,1.0,698.67,184.85,140.52,65.57,13.0,988.84,971.0,0.0,515.62,201.13,139.8,132.29,-3.0,272.4025,247.20999999999998,25.192499999999995,0
26,2012-02,Germany,France,1,2,2,0,0,2.0,1369.04,1345.0,1.0,642.96,442.9,147.87,135.31,17.0,930.36,915.0,-2.0,477.84,186.76,192.86,72.9,-15.0,342.26,232.58999999999997,109.67000000000002,0
27,2012-02,Mexico,Colombia,0,2,0,1,0,21.0,881.52,866.0,0.0,479.14,163.79,179.29,59.3,32.0,746.44,709.0,3.0,487.45,81.99,141.56,35.44,-11.0,220.37999999999997,186.61,33.76999999999995,0
28,2012-02,Poland,Portugal,0,0,2,0,0,70.0,469.98,494.0,-2.0,249.42,111.39,51.42,57.75,6.0,1155.17,1100.0,1.0,623.39,244.71,202.22,84.85,64.0,117.495,288.79249999999996,-171.29749999999996,1
29,2012-02,Switzerland,Argentina,1,3,2,0,0,16.0,950.04,898.0,0.0,497.5,185.93,171.19,95.42,11.0,1080.56,1067.0,-1.0,418.1,438.49,136.75,87.22,5.0,237.51000000000002,270.14,-32.62999999999997,0
30,2012-02,Tunisia,Peru,1,1,2,0,0,56.0,573.12,541.0,3.0,285.98,135.36,99.75,52.03,33.0,742.94,712.0,1.0,478.35,131.19,91.78,41.62,23.0,143.28,185.73499999999999,-42.454999999999984,1
31,2012-04,Egypt,Nigeria,3,2,0,1,0,55.0,565.98,530.0,9.0,228.04,89.66,181.59,66.69,60.0,554.38,557.0,-3.0,211.37,93.33,160.66,89.02,-5.0,141.495,138.595,2.9000000000000057,2
32,2012-05,Peru,Nigeria,1,0,2,0,0,36.0,691.03,719.0,-2.0,417.49,123.23,118.01,32.3,63.0,536.77,554.0,-3.0,193.76,93.33,160.66,89.02,-27.0,172.7575,134.1925,38.565,2
33,2012-05,Morocco,Senegal,0,1,2,0,0,60.0,547.52,548.0,2.0,334.37,103.23,51.47,58.45,77.0,448.17,448.0,0.0,176.9,180.84,53.06,37.37,-17.0,136.88000000000002,112.0425,24.83750000000002,0
34,2012-05,Russia,Uruguay,1,1,2,0,0,11.0,1048.82,1049.0,0.0,587.38,194.77,131.4,135.27,3.0,1308.8,1309.0,0.0,751.22,314.71,139.84,103.03,8.0,262.205,327.2,-64.995,1
35,2012-05,Denmark,Brazil,1,3,0,1,0,10.0,1068.61,1069.0,-1.0,660.19,207.59,119.6,81.23,6.0,1165.19,1165.0,0.0,451.92,317.19,292.75,103.33,4.0,267.15250000000003,291.2975,-24.144999999999982,0
36,2012-05,Spain,Serbia,2,0,0,1,0,1.0,1442.34,1442.0,0.0,497.42,525.96,207.69,211.27,32.0,725.17,725.0,0.0,266.13,214.79,161.57,82.68,-31.0,360.58500000000004,181.29250000000002,179.29250000000002,2
37,2012-05,Switzerland,Germany,5,3,2,0,0,18.0,890.87,891.0,0.0,449.69,200.65,130.07,110.46,2.0,1344.62,1345.0,0.0,655.05,433.01,118.8,137.76,16.0,222.71750000000003,336.155,-113.43749999999994,2
38,2012-05,France,Iceland,3,2,2,0,0,16.0,938.33,938.0,0.0,501.24,201.46,145.55,90.08,131.0,254.57,255.0,0.0,132.86,34.39,48.68,38.64,-115.0,234.5825,63.6425,170.94,2
39,2012-05,Spain,South Korea,4,1,0,1,0,1.0,1442.34,1442.0,0.0,497.42,525.96,207.69,211.27,31.0,745.87,746.0,0.0,368.81,221.08,88.14,67.84,-30.0,360.58500000000004,186.4675,174.11750000000004,2
40,2012-05,Sweden,Iceland,3,2,2,0,0,17.0,931.43,931.0,0.0,536.22,215.24,109.84,70.13,131.0,254.57,255.0,0.0,132.86,34.39,48.68,38.64,-114.0,232.85750000000002,63.6425,169.21500000000003,2
41,2012-05,France,Serbia,2,0,2,0,0,16.0,938.33,938.0,0.0,501.24,201.46,145.55,90.08,32.0,725.17,725.0,0.0,266.13,214.79,161.57,82.68,-16.0,234.5825,181.29250000000002,53.28999999999999,2
42,2012-06,Denmark,Australia,2,0,2,0,0,9.0,1019.45,1069.0,1.0,572.32,253.98,82.79,110.36,24.0,819.63,862.0,-3.0,368.16,231.65,137.18,82.64,-15.0,254.8625,204.9075,49.95500000000001,2
43,2012-06,England,Belgium,1,0,2,0,0,6.0,1144.64,1132.0,1.0,541.13,328.3,144.32,130.89,54.0,563.61,604.0,-10.0,234.3,190.15,94.67,44.49,-48.0,286.15999999999997,140.9025,145.25749999999996,2
44,2012-06,Mexico,Brazil,2,0,0,1,0,19.0,889.43,867.0,1.0,476.58,205.51,143.36,63.98,5.0,1154.52,1165.0,1.0,449.0,315.3,270.79,119.43,14.0,222.3575,288.63,-66.27250000000001,2
45,2012-06,Peru,Colombia,0,1,2,0,1,37.0,688.1,691.0,-1.0,420.06,114.79,118.01,35.24,20.0,880.02,812.0,3.0,603.97,98.06,128.87,49.12,17.0,172.025,220.005,-47.97999999999999,0
46,2012-06,Sweden,Serbia,2,1,2,0,0,17.0,909.92,931.0,0.0,477.31,242.16,120.71,69.74,34.0,724.91,725.0,-2.0,266.13,223.06,123.17,112.55,-17.0,227.48000000000002,181.2275,46.252500000000026,2
47,2012-06,Brazil,Argentina,3,4,0,1,0,5.0,1154.52,1165.0,1.0,449.0,315.3,270.79,119.43,7.0,1137.07,1076.0,2.0,582.81,339.11,118.41,96.74,-2.0,288.63,284.2675,4.362500000000011,0
48,2012-06,Germany,Portugal,1,0,0,1,1,3.0,1288.3,1345.0,-1.0,555.23,470.9,128.35,133.82,10.0,995.51,1190.0,-5.0,430.33,276.79,191.81,96.58,-7.0,322.075,248.87750000000003,73.19749999999996,2
49,2012-06,Uruguay,Peru,4,2,2,0,1,2.0,1292.35,1309.0,1.0,740.62,296.25,155.35,100.13,37.0,688.1,691.0,-1.0,420.06,114.79,118.01,35.24,-35.0,323.0875,172.025,151.06249999999997,2
50,2012-06,France,England,1,1,0,1,1,14.0,963.75,938.0,2.0,516.79,226.01,132.7,88.25,6.0,1144.64,1132.0,1.0,541.13,328.3,144.32,130.89,8.0,240.9375,286.15999999999997,-45.22249999999997,1
51,2012-06,Australia,Japan,1,1,2,0,1,24.0,819.63,862.0,-3.0,368.16,231.65,137.18,82.64,23.0,821.92,753.0,7.0,312.65,354.18,66.2,88.89,1.0,204.9075,205.48,-0.5724999999999909,1
52,2012-06,Poland,Russia,1,1,2,0,1,62.0,518.24,514.0,3.0,289.68,108.77,61.45,58.34,13.0,975.37,1049.0,-2.0,465.77,227.04,131.4,151.16,49.0,129.56,243.84249999999997,-114.28249999999997,1
53,2012-06,Denmark,Portugal,2,3,0,1,1,9.0,1019.45,1069.0,1.0,572.32,253.98,82.79,110.36,10.0,995.51,1190.0,-5.0,430.33,276.79,191.81,96.58,-1.0,254.8625,248.87750000000003,5.984999999999985,0
54,2012-06,Sweden,England,2,3,0,1,1,17.0,909.92,931.0,0.0,477.31,242.16,120.71,69.74,6.0,1144.64,1132.0,1.0,541.13,328.3,144.32,130.89,11.0,227.48000000000002,286.15999999999997,-58.67999999999995,0
55,2012-06,Denmark,Germany,1,2,0,1,1,9.0,1019.45,1069.0,1.0,572.32,253.98,82.79,110.36,3.0,1288.3,1345.0,-1.0,555.23,470.9,128.35,133.82,6.0,254.8625,322.075,-67.21249999999998,0
56,2012-06,Croatia,Spain,0,1,0,1,1,8.0,1052.62,1114.0,0.0,510.1,285.15,124.24,133.13,1.0,1456.1,1442.0,0.0,485.13,547.0,196.66,227.31,7.0,263.155,364.02500000000003,-100.87000000000006,0
57,2012-06,Saudi Arabia,Morocco,4,0,2,0,0,92.0,368.98,373.0,-3.0,189.2,66.88,57.59,55.31,70.0,491.08,548.0,-10.0,227.74,161.73,51.47,50.14,22.0,92.24499999999999,122.77000000000001,-30.52500000000002,2
58,2012-06,Sweden,France,2,0,0,1,1,17.0,909.92,931.0,0.0,477.31,242.16,120.71,69.74,14.0,963.75,938.0,2.0,516.79,226.01,132.7,88.25,3.0,227.48000000000002,240.9375,-13.457499999999982,2
59,2012-06,Spain,France,2,0,0,1,1,1.0,1456.1,1442.0,0.0,485.13,547.0,196.66,227.31,14.0,963.75,938.0,2.0,516.79,226.01,132.7,88.25,-13.0,364.02500000000003,240.9375,123.08750000000003,2
60,2012-06,Portugal,Spain,0,0,0,1,1,10.0,995.51,1190.0,-5.0,430.33,276.79,191.81,96.58,1.0,1456.1,1442.0,0.0,485.13,547.0,196.66,227.31,9.0,248.87750000000003,364.02500000000003,-115.14750000000001,1
61,2012-08,Costa Rica,Peru,0,1,2,0,0,62.0,500.73,541.0,-5.0,209.93,121.37,59.01,110.42,47.0,606.97,712.0,-15.0,187.83,224.04,165.21,29.89,15.0,125.1825,151.7425,-26.560000000000002,0
62,2012-08,Croatia,Switzerland,2,4,2,0,0,9.0,1050.49,1050.0,0.0,561.77,285.15,124.24,79.33,23.0,828.02,828.0,-2.0,411.83,140.63,155.14,120.42,-14.0,262.6225,207.005,55.61750000000001,0
63,2012-08,France,Uruguay,0,0,2,0,0,14.0,979.62,980.0,0.0,508.24,249.44,119.88,102.06,4.0,1236.13,1297.0,-1.0,633.61,290.16,220.98,91.38,10.0,244.90500000000003,309.0325,-64.1275,1
64,2012-08,Germany,Argentina,1,3,2,0,0,2.0,1473.88,1502.0,0.0,818.37,291.54,263.36,100.61,7.0,1098.02,1095.0,0.0,577.13,195.06,229.54,96.29,-5.0,368.46999999999997,274.505,93.96499999999997,0
65,2012-08,Iran,Tunisia,2,2,0,1,0,48.0,590.2,581.0,2.0,313.16,155.76,73.39,47.89,41.0,627.35,627.0,2.0,351.32,147.34,66.76,61.93,7.0,147.55,156.83749999999998,-9.287499999999966,1
66,2012-08,Portugal,Panama,2,0,2,0,0,5.0,1212.76,1213.0,0.0,679.5,274.69,195.27,63.3,54.0,560.2,612.0,-6.0,318.16,167.89,24.87,49.28,-49.0,303.19,140.05,163.14,2
67,2012-08,Sweden,Brazil,0,3,2,0,0,17.0,909.27,909.0,0.0,466.43,262.57,121.46,58.81,13.0,991.0,1012.0,-2.0,351.54,214.38,221.99,203.09,4.0,227.3175,247.75000000000003,-20.432500000000033,0
68,2012-09,Colombia,Uruguay,4,0,2,0,1,22.0,843.04,835.0,-1.0,495.72,180.41,95.88,71.03,5.0,1216.68,1236.0,-1.0,603.61,294.85,242.01,76.21,17.0,210.76,304.17,-93.41000000000003,2
69,2012-09,Costa Rica,Mexico,0,2,2,0,1,66.0,486.93,501.0,-4.0,192.49,137.32,56.36,100.76,21.0,845.38,862.0,-3.0,402.14,241.99,107.33,93.92,45.0,121.7325,211.345,-89.6125,0
70,2012-09,Spain,Saudi Arabia,5,0,2,0,0,1.0,1617.16,1605.0,0.0,841.84,300.45,313.09,161.78,105.0,328.37,329.0,-1.0,147.63,72.34,63.88,44.52,-104.0,404.28999999999996,82.0925,322.1975,2
71,2012-09,Belgium,Croatia,1,1,2,0,1,40.0,625.68,564.0,13.0,280.23,210.0,94.67,40.78,9.0,1019.72,1050.0,0.0,563.42,246.98,105.51,103.81,31.0,156.42,254.93,-98.51000000000002,1
72,2012-09,Mexico,Costa Rica,1,0,2,0,1,21.0,845.38,862.0,-3.0,402.14,241.99,107.33,93.92,66.0,486.93,501.0,-4.0,192.49,137.32,56.36,100.76,-45.0,211.345,121.7325,89.6125,2
73,2012-09,Peru,Argentina,1,1,2,0,1,51.0,587.3,607.0,-4.0,222.53,208.5,106.11,50.16,7.0,1120.82,1098.0,0.0,588.59,194.35,242.31,95.57,44.0,146.825,280.205,-133.38,1
74,2012-09,Brazil,Argentina,2,1,2,0,0,12.0,996.08,991.0,1.0,388.45,195.75,213.0,198.88,7.0,1120.82,1098.0,0.0,588.59,194.35,242.31,95.57,5.0,249.02,280.205,-31.184999999999974,2
75,2012-10,Argentina,Uruguay,3,0,2,0,1,4.0,1207.95,1121.0,3.0,680.32,175.11,261.24,91.28,7.0,1139.67,1217.0,-2.0,535.45,294.85,235.36,74.01,-3.0,301.9875,284.9175,17.069999999999993,2
76,2012-10,France,Japan,0,1,2,0,0,13.0,1010.76,965.0,2.0,529.74,272.52,115.48,93.02,23.0,818.17,793.0,0.0,355.9,270.05,122.17,70.05,-10.0,252.69,204.5425,48.14750000000001,0
77,2012-10,Russia,Portugal,1,0,2,0,1,12.0,1013.84,990.0,1.0,559.8,254.62,85.61,113.81,3.0,1259.11,1232.0,1.0,678.75,319.33,177.64,83.39,9.0,253.45999999999998,314.7775,-61.317499999999995,2
78,2012-10,Serbia,Belgium,0,3,2,0,1,33.0,706.38,624.0,9.0,250.36,195.29,143.72,117.01,30.0,722.65,626.0,10.0,367.7,234.25,94.67,26.03,3.0,176.595,180.6625,-4.0674999999999955,0
79,2012-10,Egypt,Tunisia,0,1,0,1,0,40.0,634.22,634.0,-2.0,271.69,90.3,207.66,64.57,45.0,619.65,625.0,-4.0,358.6,124.06,73.11,63.88,-5.0,158.555,154.9125,3.6425000000000125,0
80,2012-10,Germany,Sweden,4,4,2,0,1,2.0,1458.51,1437.0,0.0,804.67,278.6,276.44,98.8,21.0,859.29,875.0,-3.0,461.81,210.22,117.25,70.01,-19.0,364.6275,214.8225,149.805,1
81,2012-10,Iceland,Switzerland,0,2,2,0,1,97.0,361.83,283.0,21.0,199.29,85.89,35.39,41.26,15.0,982.86,847.0,5.0,510.6,206.72,120.82,144.72,82.0,90.4575,245.71500000000003,-155.25750000000005,0
82,2012-10,Iran,South Korea,1,0,2,0,1,58.0,548.77,573.0,-4.0,249.4,178.17,76.23,44.97,25.0,776.01,763.0,2.0,390.18,213.79,94.34,77.7,33.0,137.1925,194.00250000000003,-56.81000000000003,2
83,2012-10,Japan,Brazil,0,4,0,1,0,23.0,818.17,793.0,0.0,355.9,270.05,122.17,70.05,14.0,1000.95,996.0,-2.0,397.8,195.02,199.03,209.1,9.0,204.5425,250.2375,-45.69500000000002,0
84,2012-10,Spain,France,1,1,2,0,1,1.0,1611.34,1617.0,0.0,822.47,328.07,302.34,158.46,13.0,1010.76,965.0,2.0,529.74,272.52,115.48,93.02,-12.0,402.835,252.69,150.14499999999998,1
85,2012-10,Poland,England,1,1,2,0,1,54.0,573.01,547.0,2.0,329.96,132.59,41.58,68.88,5.0,1196.2,1274.0,-2.0,624.38,243.41,201.91,126.5,49.0,143.2525,299.05,-155.7975,1
86,2012-11,Brazil,Colombia,1,1,0,1,0,13.0,994.25,1001.0,1.0,391.47,194.68,211.86,196.24,8.0,1109.96,1102.0,1.0,729.69,232.27,56.91,91.09,5.0,248.56250000000003,277.49,-28.92749999999998,1
87,2012-11,South Korea,Australia,1,2,2,0,0,32.0,727.66,776.0,-7.0,333.42,227.84,91.94,74.46,33.0,718.92,702.0,1.0,284.27,205.62,135.01,94.02,-1.0,181.91500000000002,179.73,2.1850000000000307,0
88,2012-11,Panama,Spain,1,5,2,0,0,46.0,609.46,625.0,-3.0,311.76,170.8,73.83,53.07,1.0,1563.73,1611.0,0.0,763.94,327.04,312.59,160.16,45.0,152.365,390.9325,-238.5675,0
